user_id,recency_days,frequency,monetary,surge_exposure,R_score,F_score,M_score,S_score,RFMS,RFMS_score,riders_segment,weighted_score
R09597,13,18,285.02,0.2777777777777778,3,2,2,2,3222,9,At Risk Riders,2.4
R09598,18,22,338.74,0.45454545454545453,2,3,3,4,2334,12,Active Riders,2.7
R09599,1,19,274.85,0.21052631578947367,4,2,2,1,4221,9,At Risk Riders,2.7
R09600,30,15,229.29000000000002,0.5333333333333333,1,1,1,4,1114,7,At Risk Riders,1.3
R09601,39,18,285.57,0.4444444444444444,1,2,2,4,1224,9,At Risk Riders,1.8
R09602,12,28,400.59,0.10714285714285714,3,4,4,1,3441,12,Active Riders,3.3
R09603,9,25,358.81,0.2,3,4,4,1,3441,12,Active Riders,3.3
R09604,28,16,262.32,0.5625,1,1,2,4,1124,8,At Risk Riders,1.5
R09605,5,24,364.49,0.375,4,4,4,3,4443,15,Champions,3.9
R09606,40,23,331.41,0.30434782608695654,1,4,3,2,1432,10,Active Riders,2.4
R09607,10,18,270.08,0.3333333333333333,3,2,2,3,3223,10,Active Riders,2.5
R09608,5,20,308.75,0.3,4,3,3,2,4332,12,Active Riders,3.3
R09609,36,16,266.03,0.3125,1,1,2,2,1122,6,At Risk Riders,1.3
R09610,10,22,373.7,0.4090909090909091,3,3,4,4,3344,14,Champions,3.3
R09611,20,19,272.93,0.3157894736842105,2,2,2,2,2222,8,At Risk Riders,2.0
R09612,4,25,327.41,0.36,4,4,3,3,4433,14,Champions,3.7
R09613,3,22,285.33,0.36363636363636365,4,3,2,3,4323,12,Active Riders,3.2
R09614,6,24,405.83,0.4166666666666667,3,4,4,4,3444,15,Champions,3.6
R09615,26,18,309.5,0.3888888888888889,1,2,3,3,1233,9,At Risk Riders,1.9
R09616,13,22,351.61,0.3181818181818182,3,3,3,2,3332,11,Active Riders,2.9
R09617,5,16,248.89000000000001,0.3125,4,1,1,2,4112,8,At Risk Riders,2.3
R09618,6,24,348.40999999999997,0.375,3,4,3,3,3433,13,Active Riders,3.3
R09619,20,17,271.9,0.35294117647058826,2,2,2,3,2223,9,At Risk Riders,2.1
R09620,10,25,393.21,0.36,3,4,4,3,3443,14,Champions,3.5
R09621,22,18,302.92,0.2222222222222222,2,2,2,1,2221,7,At Risk Riders,1.9
R09622,25,15,193.38,0.26666666666666666,2,1,1,2,2112,6,At Risk Riders,1.5
R09623,11,24,334.05,0.2916666666666667,3,4,3,2,3432,12,Active Riders,3.2
R09624,35,21,359.28000000000003,0.2857142857142857,1,3,4,2,1342,10,Active Riders,2.3
R09625,18,25,379.02,0.4,2,4,4,3,2443,13,Active Riders,3.1
R09626,23,19,272.2,0.3684210526315789,2,2,2,3,2223,9,At Risk Riders,2.1
R09627,21,12,214.76999999999998,0.25,2,1,1,1,2111,5,Dormant Riders,1.4
R09628,5,25,386.35,0.24,4,4,4,1,4441,13,Active Riders,3.7
R09629,6,16,230.32,0.375,3,1,1,3,3113,8,At Risk Riders,2.0
R09630,16,13,198.42000000000002,0.46153846153846156,2,1,1,4,2114,8,At Risk Riders,1.7
R09631,4,11,215.21,0.18181818181818182,4,1,1,1,4111,7,At Risk Riders,2.2
R09632,30,20,311.2,0.5,1,3,3,4,1334,11,Active Riders,2.3
R09633,114,10,191.74,0.5,1,1,1,4,1114,7,At Risk Riders,1.3
R09634,63,17,293.73,0.29411764705882354,1,2,2,2,1222,7,At Risk Riders,1.6
R09635,2,20,307.29,0.25,4,3,3,1,4331,11,Active Riders,3.2
R09636,10,21,346.54,0.38095238095238093,3,3,3,3,3333,12,Active Riders,3.0
R09637,25,21,337.16,0.38095238095238093,2,3,3,3,2333,11,Active Riders,2.6
R09638,6,21,305.11,0.23809523809523808,3,3,3,1,3331,10,Active Riders,2.8
R09639,31,25,408.83,0.56,1,4,4,4,1444,13,Active Riders,2.8
R09640,7,20,323.93,0.4,3,3,3,3,3333,12,Active Riders,3.0
R09641,4,17,277.58,0.4117647058823529,4,2,2,4,4224,12,Active Riders,3.0
R09642,2,22,376.06,0.2727272727272727,4,3,4,2,4342,13,Active Riders,3.5
R09643,90,15,203.37,0.26666666666666666,1,1,1,2,1112,5,Dormant Riders,1.1
R09644,49,22,390.2,0.36363636363636365,1,3,4,3,1343,11,Active Riders,2.4
R09645,1,19,250.98000000000002,0.21052631578947367,4,2,1,1,4211,8,At Risk Riders,2.5
R09646,20,21,310.07,0.38095238095238093,2,3,3,3,2333,11,Active Riders,2.6
R09647,13,25,373.64,0.44,3,4,4,4,3444,15,Champions,3.6
R09648,15,24,393.72,0.3333333333333333,2,4,4,3,2443,13,Active Riders,3.1
R09649,7,16,278.42,0.4375,3,1,2,4,3124,10,Active Riders,2.3
R09650,18,19,316.05,0.47368421052631576,2,2,3,4,2234,11,Active Riders,2.4
R09651,3,21,339.95,0.5714285714285714,4,3,3,4,4334,14,Champions,3.5
R09652,7,20,309.15,0.15,3,3,3,1,3331,10,Active Riders,2.8
R09653,3,22,364.99,0.45454545454545453,4,3,4,4,4344,15,Champions,3.7
R09654,21,25,377.51,0.32,2,4,4,2,2442,12,Active Riders,3.0
R09655,33,17,293.76,0.35294117647058826,1,2,2,3,1223,8,At Risk Riders,1.7
R09656,17,24,388.15000000000003,0.3333333333333333,2,4,4,3,2443,13,Active Riders,3.1
R09657,5,16,217.56,0.125,4,1,1,1,4111,7,At Risk Riders,2.2
R09658,39,15,227.71,0.3333333333333333,1,1,1,3,1113,6,At Risk Riders,1.2
R09659,3,31,465.99,0.45161290322580644,4,4,4,4,4444,16,Champions,4.0
R09660,3,23,387.78,0.30434782608695654,4,4,4,2,4442,14,Champions,3.8
R09661,35,22,341.04,0.3181818181818182,1,3,3,2,1332,9,At Risk Riders,2.1
R09662,15,22,325.64,0.22727272727272727,2,3,3,1,2331,9,At Risk Riders,2.4
R09663,4,28,513.49,0.39285714285714285,4,4,4,3,4443,15,Champions,3.9
R09664,5,18,243.78,0.2222222222222222,4,2,1,1,4211,8,At Risk Riders,2.5
R09665,4,25,314.96999999999997,0.32,4,4,3,2,4432,13,Active Riders,3.6
R09666,9,25,408.3,0.44,3,4,4,4,3444,15,Champions,3.6
R09667,10,13,206.59,0.15384615384615385,3,1,1,1,3111,6,At Risk Riders,1.8
R09668,6,20,266.51,0.25,3,3,2,1,3321,9,At Risk Riders,2.6
R09669,2,14,210.4,0.14285714285714285,4,1,1,1,4111,7,At Risk Riders,2.2
R09670,6,23,353.47,0.34782608695652173,3,4,3,3,3433,13,Active Riders,3.3
R09671,12,25,414.21000000000004,0.24,3,4,4,1,3441,12,Active Riders,3.3
R09672,32,17,258.75,0.4117647058823529,1,2,2,4,1224,9,At Risk Riders,1.8
R09673,20,22,367.34000000000003,0.36363636363636365,2,3,4,3,2343,12,Active Riders,2.8
R09674,26,19,296.08,0.47368421052631576,1,2,2,4,1224,9,At Risk Riders,1.8
R09675,35,13,176.81,0.23076923076923078,1,1,1,1,1111,4,Dormant Riders,1.0
R09676,21,19,261.83,0.3684210526315789,2,2,2,3,2223,9,At Risk Riders,2.1
R09677,32,18,264.85,0.16666666666666666,1,2,2,1,1221,6,At Risk Riders,1.5
R09678,4,27,426.05,0.2962962962962963,4,4,4,2,4442,14,Champions,3.8
R09679,23,23,366.22,0.2608695652173913,2,4,4,1,2441,11,Active Riders,2.9
R09680,3,22,356.46000000000004,0.5,4,3,3,4,4334,14,Champions,3.5
R09681,13,23,324.8,0.34782608695652173,3,4,3,3,3433,13,Active Riders,3.3
R09682,58,16,221.14,0.0625,1,1,1,1,1111,4,Dormant Riders,1.0
R09683,55,15,229.72,0.26666666666666666,1,1,1,2,1112,5,Dormant Riders,1.1
R09684,43,19,284.45,0.47368421052631576,1,2,2,4,1224,9,At Risk Riders,1.8
R09685,28,20,331.66,0.35,1,3,3,3,1333,10,Active Riders,2.2
R09686,27,24,308.37,0.3333333333333333,1,4,3,3,1433,11,Active Riders,2.5
R09687,1,25,353.86,0.36,4,4,3,3,4433,14,Champions,3.7
R09688,6,27,436.85,0.4444444444444444,3,4,4,4,3444,15,Champions,3.6
R09689,18,23,324.76,0.34782608695652173,2,4,3,3,2433,12,Active Riders,2.9
R09690,8,16,247.98,0.5,3,1,1,4,3114,9,At Risk Riders,2.1
R09691,56,18,294.78,0.5,1,2,2,4,1224,9,At Risk Riders,1.8
R09692,29,24,360.18,0.3333333333333333,1,4,4,3,1443,12,Active Riders,2.7
R09693,7,11,175.43,0.09090909090909091,3,1,1,1,3111,6,At Risk Riders,1.8
R09694,80,14,248.39,0.42857142857142855,1,1,1,4,1114,7,At Risk Riders,1.3
R09695,2,26,436.03999999999996,0.3076923076923077,4,4,4,2,4442,14,Champions,3.8
R09696,2,21,335.56,0.38095238095238093,4,3,3,3,4333,13,Active Riders,3.4
R09697,2,22,331.28999999999996,0.2727272727272727,4,3,3,2,4332,12,Active Riders,3.3
R09698,11,19,255.57999999999998,0.47368421052631576,3,2,2,4,3224,11,Active Riders,2.6
R09699,7,17,264.18,0.23529411764705882,3,2,2,1,3221,8,At Risk Riders,2.3
R09700,6,27,427.39,0.2962962962962963,3,4,4,2,3442,13,Active Riders,3.4
R09701,24,25,380.69,0.4,2,4,4,3,2443,13,Active Riders,3.1
R09702,49,19,350.96999999999997,0.3684210526315789,1,2,3,3,1233,9,At Risk Riders,1.9
R09703,4,27,390.78000000000003,0.37037037037037035,4,4,4,3,4443,15,Champions,3.9
R09704,12,18,255.03,0.2777777777777778,3,2,1,2,3212,8,At Risk Riders,2.2
R09705,89,16,251.51,0.1875,1,1,1,1,1111,4,Dormant Riders,1.0
R09706,47,20,296.96,0.2,1,3,2,1,1321,7,At Risk Riders,1.8
R09707,7,20,290.62,0.25,3,3,2,1,3321,9,At Risk Riders,2.6
R09708,9,19,295.7,0.47368421052631576,3,2,2,4,3224,11,Active Riders,2.6
R09709,38,25,350.09,0.28,1,4,3,2,1432,10,Active Riders,2.4
R09710,19,25,390.71999999999997,0.32,2,4,4,2,2442,12,Active Riders,3.0
R09711,21,22,344.18,0.36363636363636365,2,3,3,3,2333,11,Active Riders,2.6
R09712,16,18,317.81,0.3888888888888889,2,2,3,3,2233,10,Active Riders,2.3
R09713,9,26,362.72,0.3076923076923077,3,4,4,2,3442,13,Active Riders,3.4
R09714,24,11,178.75,0.09090909090909091,2,1,1,1,2111,5,Dormant Riders,1.4
R09715,27,15,226.15,0.3333333333333333,1,1,1,3,1113,6,At Risk Riders,1.2
R09716,76,9,122.64,0.1111111111111111,1,1,1,1,1111,4,Dormant Riders,1.0
R09717,41,28,420.58,0.42857142857142855,1,4,4,4,1444,13,Active Riders,2.8
R09718,7,27,367.39,0.2962962962962963,3,4,4,2,3442,13,Active Riders,3.4
R09719,17,15,223.33,0.26666666666666666,2,1,1,2,2112,6,At Risk Riders,1.5
R09720,4,22,386.24,0.13636363636363635,4,3,4,1,4341,12,Active Riders,3.4
R09721,28,22,337.5,0.45454545454545453,1,3,3,4,1334,11,Active Riders,2.3
R09722,4,18,280.63,0.2777777777777778,4,2,2,2,4222,10,Active Riders,2.8
R09723,27,15,192.8,0.4,1,1,1,3,1113,6,At Risk Riders,1.2
R09724,2,21,352.18,0.3333333333333333,4,3,3,3,4333,13,Active Riders,3.4
R09725,18,11,166.15,0.2727272727272727,2,1,1,2,2112,6,At Risk Riders,1.5
R09726,20,16,218.5,0.25,2,1,1,1,2111,5,Dormant Riders,1.4
R09727,85,15,234.07,0.3333333333333333,1,1,1,3,1113,6,At Risk Riders,1.2
R09728,8,22,339.49,0.2727272727272727,3,3,3,2,3332,11,Active Riders,2.9
R09729,3,14,206.81,0.35714285714285715,4,1,1,3,4113,9,At Risk Riders,2.4
R09730,35,17,253.39,0.29411764705882354,1,2,1,2,1212,6,At Risk Riders,1.4
R09731,13,26,449.19,0.5,3,4,4,4,3444,15,Champions,3.6
R09732,32,16,248.85999999999999,0.375,1,1,1,3,1113,6,At Risk Riders,1.2
R09733,8,25,339.08,0.24,3,4,3,1,3431,11,Active Riders,3.1
R09734,14,20,282.14,0.3,2,3,2,2,2322,9,At Risk Riders,2.3
R09735,2,19,264.38,0.21052631578947367,4,2,2,1,4221,9,At Risk Riders,2.7
R09736,11,19,296.85,0.2631578947368421,3,2,2,2,3222,9,At Risk Riders,2.4
R09737,58,16,215.28,0.1875,1,1,1,1,1111,4,Dormant Riders,1.0
R09738,21,19,292.96,0.47368421052631576,2,2,2,4,2224,10,Active Riders,2.2
R09739,12,19,281.92,0.3684210526315789,3,2,2,3,3223,10,Active Riders,2.5
R09740,7,17,268.75,0.29411764705882354,3,2,2,2,3222,9,At Risk Riders,2.4
R09741,24,13,175.73,0.38461538461538464,2,1,1,3,2113,7,At Risk Riders,1.6
R09742,8,27,403.09,0.2962962962962963,3,4,4,2,3442,13,Active Riders,3.4
R09743,8,20,323.68,0.3,3,3,3,2,3332,11,Active Riders,2.9
R09744,10,16,245.19,0.375,3,1,1,3,3113,8,At Risk Riders,2.0
R09745,24,19,331.66,0.5263157894736842,2,2,3,4,2234,11,Active Riders,2.4
R09746,22,14,197.54,0.2857142857142857,2,1,1,2,2112,6,At Risk Riders,1.5
R09747,26,17,295.04,0.5882352941176471,1,2,2,4,1224,9,At Risk Riders,1.8
R09748,11,25,372.58,0.32,3,4,4,2,3442,13,Active Riders,3.4
R09749,58,13,212.78,0.3076923076923077,1,1,1,2,1112,5,Dormant Riders,1.1
R09750,7,23,353.45,0.43478260869565216,3,4,3,4,3434,14,Champions,3.4
R09751,2,19,273.73,0.2631578947368421,4,2,2,2,4222,10,Active Riders,2.8
R09752,25,18,239.31,0.2777777777777778,2,2,1,2,2212,7,At Risk Riders,1.8
R09753,6,12,207.94,0.5833333333333334,3,1,1,4,3114,9,At Risk Riders,2.1
R09754,8,19,285.25,0.3157894736842105,3,2,2,2,3222,9,At Risk Riders,2.4
R09755,8,20,297.07,0.4,3,3,2,3,3323,11,Active Riders,2.8
R09756,8,20,308.07,0.4,3,3,3,3,3333,12,Active Riders,3.0
R09757,10,21,298.09,0.38095238095238093,3,3,2,3,3323,11,Active Riders,2.8
R09758,16,15,218.9,0.4,2,1,1,3,2113,7,At Risk Riders,1.6
R09759,18,25,332.95,0.4,2,4,3,3,2433,12,Active Riders,2.9
R09760,25,24,350.96999999999997,0.125,2,4,3,1,2431,10,Active Riders,2.7
R09761,35,22,304.51,0.2727272727272727,1,3,2,2,1322,8,At Risk Riders,1.9
R09762,40,20,310.97,0.3,1,3,3,2,1332,9,At Risk Riders,2.1
R09763,12,17,235.37,0.29411764705882354,3,2,1,2,3212,8,At Risk Riders,2.2
R09764,4,32,491.28000000000003,0.375,4,4,4,3,4443,15,Champions,3.9
R09765,6,24,313.61,0.2916666666666667,3,4,3,2,3432,12,Active Riders,3.2
R09766,15,24,399.84,0.375,2,4,4,3,2443,13,Active Riders,3.1
R09767,21,19,308.96,0.3684210526315789,2,2,3,3,2233,10,Active Riders,2.3
R09768,16,19,294.74,0.3157894736842105,2,2,2,2,2222,8,At Risk Riders,2.0
R09769,5,13,232.1,0.3076923076923077,4,1,1,2,4112,8,At Risk Riders,2.3
R09770,36,17,230.0,0.23529411764705882,1,2,1,1,1211,5,Dormant Riders,1.3
R09771,15,21,327.6,0.38095238095238093,2,3,3,3,2333,11,Active Riders,2.6
R09772,5,21,308.18,0.38095238095238093,4,3,3,3,4333,13,Active Riders,3.4
R09773,21,16,257.05,0.125,2,1,2,1,2121,6,At Risk Riders,1.6
R09774,6,28,443.78,0.5714285714285714,3,4,4,4,3444,15,Champions,3.6
R09775,32,16,260.7,0.25,1,1,2,1,1121,5,Dormant Riders,1.2
R09776,7,24,313.95,0.25,3,4,3,1,3431,11,Active Riders,3.1
R09777,18,17,245.13,0.35294117647058826,2,2,1,3,2213,8,At Risk Riders,1.9
R09778,4,17,277.29,0.29411764705882354,4,2,2,2,4222,10,Active Riders,2.8
R09779,24,17,240.85,0.11764705882352941,2,2,1,1,2211,6,At Risk Riders,1.7
R09780,10,22,318.1,0.2727272727272727,3,3,3,2,3332,11,Active Riders,2.9
R09781,6,17,239.3,0.23529411764705882,3,2,1,1,3211,7,At Risk Riders,2.1
R09782,9,23,364.64,0.43478260869565216,3,4,4,4,3444,15,Champions,3.6
R09783,25,16,278.23,0.5,2,1,2,4,2124,9,At Risk Riders,1.9
R09784,12,18,260.85,0.3888888888888889,3,2,2,3,3223,10,Active Riders,2.5
R09785,20,20,271.71000000000004,0.15,2,3,2,1,2321,8,At Risk Riders,2.2
R09786,15,22,340.41,0.3181818181818182,2,3,3,2,2332,10,Active Riders,2.5
R09787,53,17,252.63,0.4117647058823529,1,2,1,4,1214,8,At Risk Riders,1.6
R09788,2,27,421.2,0.4074074074074074,4,4,4,3,4443,15,Champions,3.9
R09789,5,22,358.34999999999997,0.45454545454545453,4,3,4,4,4344,15,Champions,3.7
R09790,39,18,287.39,0.3333333333333333,1,2,2,3,1223,8,At Risk Riders,1.7
R09791,19,18,244.78,0.3333333333333333,2,2,1,3,2213,8,At Risk Riders,1.9
R09792,15,19,227.15,0.15789473684210525,2,2,1,1,2211,6,At Risk Riders,1.7
R09793,7,19,334.63,0.2631578947368421,3,2,3,2,3232,10,Active Riders,2.6
R09794,3,18,261.28,0.3888888888888889,4,2,2,3,4223,11,Active Riders,2.9
R09795,10,18,281.81,0.4444444444444444,3,2,2,4,3224,11,Active Riders,2.6
R09796,9,26,376.78,0.2692307692307692,3,4,4,2,3442,13,Active Riders,3.4
R09797,2,22,394.79,0.45454545454545453,4,3,4,4,4344,15,Champions,3.7
R09798,35,14,266.46999999999997,0.35714285714285715,1,1,2,3,1123,7,At Risk Riders,1.4
R09799,1,18,237.04,0.2222222222222222,4,2,1,1,4211,8,At Risk Riders,2.5
R09800,1,17,236.96,0.35294117647058826,4,2,1,3,4213,10,Active Riders,2.7
R09801,13,15,195.07,0.4,3,1,1,3,3113,8,At Risk Riders,2.0
R09802,9,18,289.84,0.2777777777777778,3,2,2,2,3222,9,At Risk Riders,2.4
R09803,2,17,223.57999999999998,0.29411764705882354,4,2,1,2,4212,9,At Risk Riders,2.6
R09804,8,20,344.47,0.3,3,3,3,2,3332,11,Active Riders,2.9
R09805,1,16,225.26,0.1875,4,1,1,1,4111,7,At Risk Riders,2.2
R09806,2,25,371.04,0.36,4,4,4,3,4443,15,Champions,3.9
R09807,5,26,391.46,0.3076923076923077,4,4,4,2,4442,14,Champions,3.8
R09808,34,26,432.71999999999997,0.34615384615384615,1,4,4,3,1443,12,Active Riders,2.7
R09809,6,21,326.39,0.23809523809523808,3,3,3,1,3331,10,Active Riders,2.8
R09810,26,22,323.78,0.4090909090909091,1,3,3,4,1334,11,Active Riders,2.3
R09811,9,23,337.32,0.30434782608695654,3,4,3,2,3432,12,Active Riders,3.2
R09812,39,25,370.25,0.32,1,4,4,2,1442,11,Active Riders,2.6
R09813,5,23,343.87,0.30434782608695654,4,4,3,2,4432,13,Active Riders,3.6
R09814,5,29,416.21999999999997,0.27586206896551724,4,4,4,2,4442,14,Champions,3.8
R09815,45,23,341.6,0.391304347826087,1,4,3,3,1433,11,Active Riders,2.5
R09816,23,14,188.53,0.42857142857142855,2,1,1,4,2114,8,At Risk Riders,1.7
R09817,13,18,263.85,0.6111111111111112,2,2,2,4,2224,10,Active Riders,2.2
R09818,12,15,219.52,0.3333333333333333,3,1,1,3,3113,8,At Risk Riders,2.0
R09819,4,15,216.86,0.6,4,1,1,4,4114,10,Active Riders,2.5
R09820,38,22,312.76,0.4090909090909091,1,3,3,4,1334,11,Active Riders,2.3
R09821,6,29,451.5,0.2413793103448276,3,4,4,1,3441,12,Active Riders,3.3
R09822,7,19,256.75,0.21052631578947367,3,2,2,1,3221,8,At Risk Riders,2.3
R09823,6,24,359.19,0.2916666666666667,3,4,4,2,3442,13,Active Riders,3.4
R09824,37,23,374.47,0.21739130434782608,1,4,4,1,1441,10,Active Riders,2.5
R09825,19,27,432.54,0.5185185185185185,2,4,4,4,2444,14,Champions,3.2
R09826,11,22,371.61,0.45454545454545453,3,3,4,4,3344,14,Champions,3.3
R09827,1,13,207.35,0.3076923076923077,4,1,1,2,4112,8,At Risk Riders,2.3
R09828,95,26,379.95,0.11538461538461539,1,4,4,1,1441,10,Active Riders,2.5
R09829,44,19,283.33,0.2631578947368421,1,2,2,2,1222,7,At Risk Riders,1.6
R09830,3,20,334.8,0.25,4,3,3,1,4331,11,Active Riders,3.2
R09831,22,21,292.52,0.42857142857142855,2,3,2,4,2324,11,Active Riders,2.5
R09832,2,13,227.06,0.3076923076923077,4,1,1,2,4112,8,At Risk Riders,2.3
R09833,17,16,239.76999999999998,0.4375,2,1,1,4,2114,8,At Risk Riders,1.7
R09834,8,25,365.23,0.28,3,4,4,2,3442,13,Active Riders,3.4
R09835,50,23,346.06,0.30434782608695654,1,4,3,2,1432,10,Active Riders,2.4
R09836,16,28,425.29,0.35714285714285715,2,4,4,3,2443,13,Active Riders,3.1
R09837,13,16,252.1,0.3125,2,1,1,2,2112,6,At Risk Riders,1.5
R09838,7,20,246.44,0.3,3,3,1,2,3312,9,At Risk Riders,2.5
R09839,12,23,326.51,0.391304347826087,3,4,3,3,3433,13,Active Riders,3.3
R09840,28,13,165.04,0.46153846153846156,1,1,1,4,1114,7,At Risk Riders,1.3
R09841,38,19,273.69,0.42105263157894735,1,2,2,4,1224,9,At Risk Riders,1.8
R09842,59,15,230.79,0.4666666666666667,1,1,1,4,1114,7,At Risk Riders,1.3
R09843,14,17,290.57,0.5294117647058824,2,2,2,4,2224,10,Active Riders,2.2
R09844,15,21,323.40999999999997,0.2857142857142857,2,3,3,2,2332,10,Active Riders,2.5
R09845,8,18,276.57,0.4444444444444444,3,2,2,4,3224,11,Active Riders,2.6
R09846,12,21,342.82,0.2857142857142857,3,3,3,2,3332,11,Active Riders,2.9
R09847,12,19,247.32999999999998,0.2631578947368421,3,2,1,2,3212,8,At Risk Riders,2.2
R09848,32,20,354.95,0.5,1,3,3,4,1334,11,Active Riders,2.3
R09849,5,13,247.06,0.3076923076923077,4,1,1,2,4112,8,At Risk Riders,2.3
R09850,22,22,300.93,0.045454545454545456,2,3,2,1,2321,8,At Risk Riders,2.2
R09851,47,12,199.23,0.4166666666666667,1,1,1,4,1114,7,At Risk Riders,1.3
R09852,57,16,235.85999999999999,0.4375,1,1,1,4,1114,7,At Risk Riders,1.3
R09853,8,21,315.98,0.38095238095238093,3,3,3,3,3333,12,Active Riders,3.0
R09854,34,23,309.68,0.30434782608695654,1,4,3,2,1432,10,Active Riders,2.4
R09855,4,28,444.69,0.39285714285714285,4,4,4,3,4443,15,Champions,3.9
R09856,24,23,418.59000000000003,0.43478260869565216,2,4,4,4,2444,14,Champions,3.2
R09857,6,13,211.87,0.46153846153846156,3,1,1,4,3114,9,At Risk Riders,2.1
R09858,2,27,411.5,0.4444444444444444,4,4,4,4,4444,16,Champions,4.0
R09859,57,14,215.97,0.35714285714285715,1,1,1,3,1113,6,At Risk Riders,1.2
R09860,12,19,319.32,0.3157894736842105,3,2,3,2,3232,10,Active Riders,2.6
R09861,5,18,307.87,0.5,4,2,3,4,4234,13,Active Riders,3.2
R09862,35,22,362.59,0.4090909090909091,1,3,4,4,1344,12,Active Riders,2.5
R09863,29,10,134.98,0.2,1,1,1,1,1111,4,Dormant Riders,1.0
R09864,51,19,297.66,0.3684210526315789,1,2,2,3,1223,8,At Risk Riders,1.7
R09865,5,20,296.96,0.2,4,3,2,1,4321,10,Active Riders,3.0
R09866,5,17,243.78,0.29411764705882354,4,2,1,2,4212,9,At Risk Riders,2.6
R09867,25,19,306.31,0.42105263157894735,2,2,3,4,2234,11,Active Riders,2.4
R09868,35,19,274.37,0.42105263157894735,1,2,2,4,1224,9,At Risk Riders,1.8
R09869,13,17,232.78,0.4117647058823529,2,2,1,4,2214,9,At Risk Riders,2.0
R09870,10,22,338.83,0.3181818181818182,3,3,3,2,3332,11,Active Riders,2.9
R09871,12,24,411.61,0.3333333333333333,3,4,4,3,3443,14,Champions,3.5
R09872,3,15,208.47,0.2,4,1,1,1,4111,7,At Risk Riders,2.2
R09873,7,21,318.61,0.14285714285714285,3,3,3,1,3331,10,Active Riders,2.8
R09874,20,12,205.64,0.5,2,1,1,4,2114,8,At Risk Riders,1.7
R09875,7,11,155.14,0.2727272727272727,3,1,1,2,3112,7,At Risk Riders,1.9
R09876,3,15,208.11,0.26666666666666666,4,1,1,2,4112,8,At Risk Riders,2.3
R09877,5,15,230.73999999999998,0.2,4,1,1,1,4111,7,At Risk Riders,2.2
R09878,6,19,256.7,0.42105263157894735,3,2,2,4,3224,11,Active Riders,2.6
R09879,12,16,234.47,0.375,3,1,1,3,3113,8,At Risk Riders,2.0
R09880,21,19,340.75,0.42105263157894735,2,2,3,4,2234,11,Active Riders,2.4
R09881,13,11,157.29,0.09090909090909091,2,1,1,1,2111,5,Dormant Riders,1.4
R09882,8,29,403.69,0.3793103448275862,3,4,4,3,3443,14,Champions,3.5
R09883,13,28,461.74,0.5357142857142857,2,4,4,4,2444,14,Champions,3.2
R09884,28,23,396.75,0.391304347826087,1,4,4,3,1443,12,Active Riders,2.7
R09885,2,19,280.95,0.42105263157894735,4,2,2,4,4224,12,Active Riders,3.0
R09886,10,9,120.15,0.2222222222222222,3,1,1,1,3111,6,At Risk Riders,1.8
R09887,7,24,416.96999999999997,0.4583333333333333,3,4,4,4,3444,15,Champions,3.6
R09888,10,18,259.02,0.2777777777777778,3,2,2,2,3222,9,At Risk Riders,2.4
R09889,42,14,173.69,0.42857142857142855,1,1,1,4,1114,7,At Risk Riders,1.3
R09890,24,21,294.02,0.47619047619047616,2,3,2,4,2324,11,Active Riders,2.5
R09891,47,24,394.4,0.2916666666666667,1,4,4,2,1442,11,Active Riders,2.6
R09892,5,23,340.74,0.34782608695652173,4,4,3,3,4433,14,Champions,3.7
R09893,9,11,186.18,0.36363636363636365,3,1,1,3,3113,8,At Risk Riders,2.0
R09894,20,24,362.12,0.25,2,4,4,1,2441,11,Active Riders,2.9
R09895,14,17,257.06,0.23529411764705882,2,2,2,1,2221,7,At Risk Riders,1.9
R09896,15,24,347.57,0.375,2,4,3,3,2433,12,Active Riders,2.9
R09897,12,12,192.1,0.5,3,1,1,4,3114,9,At Risk Riders,2.1
R09898,1,17,260.95,0.47058823529411764,4,2,2,4,4224,12,Active Riders,3.0
R09899,27,19,266.41,0.3684210526315789,1,2,2,3,1223,8,At Risk Riders,1.7
R09900,36,26,445.53,0.46153846153846156,1,4,4,4,1444,13,Active Riders,2.8
R09901,1,22,298.92,0.13636363636363635,4,3,2,1,4321,10,Active Riders,3.0
R09902,1,28,394.57,0.2857142857142857,4,4,4,2,4442,14,Champions,3.8
R09903,3,15,231.0,0.5333333333333333,4,1,1,4,4114,10,Active Riders,2.5
R09904,14,20,289.67,0.2,2,3,2,1,2321,8,At Risk Riders,2.2
R09905,7,20,312.5,0.4,3,3,3,3,3333,12,Active Riders,3.0
R09906,45,18,249.71,0.3333333333333333,1,2,1,3,1213,7,At Risk Riders,1.5
R09907,1,26,414.6,0.2692307692307692,4,4,4,2,4442,14,Champions,3.8
R09908,8,37,610.5,0.35135135135135137,3,4,4,3,3443,14,Champions,3.5
R09909,22,23,347.05,0.2608695652173913,2,4,3,1,2431,10,Active Riders,2.7
R09910,19,20,307.81,0.4,2,3,3,3,2333,11,Active Riders,2.6
R09911,10,23,318.95,0.30434782608695654,3,4,3,2,3432,12,Active Riders,3.2
R09912,16,17,290.61,0.4117647058823529,2,2,2,4,2224,10,Active Riders,2.2
R09913,2,21,287.53000000000003,0.23809523809523808,4,3,2,1,4321,10,Active Riders,3.0
R09914,11,19,320.48,0.2631578947368421,3,2,3,2,3232,10,Active Riders,2.6
R09915,9,24,358.84,0.3333333333333333,3,4,4,3,3443,14,Champions,3.5
